"control_number","specific","generic","qty","origin","description","ship_date"
"2014419137","COMMON","WARTHOG",2,"ZA","TRO","2014-02-05"
"2014419137","","WATERBUCK",1,"ZA","TRO","2014-02-05"
"2014419148","GREATER","KUDU",1,"NA","TRO","2014-02-12"
"2014419148","","HARTEBEEST",1,"NA","TRO","2014-02-12"
"2014419148","","SPRINGBOK",1,"NA","TRO","2014-02-12"
"2014419148","DESERT","WARTHOG",1,"NA","TRO","2014-02-12"
"2014419148","BLUE","WILDEBEEST",1,"NA","TRO","2014-02-12"
"2014419151","","GIRAFFE",30,"ZA","BON","2014-02-08"
"2014419151","GREATER","KUDU",1,"ZA","SKE","2014-02-08"
"2014419153","","ELK",1,"TR","TRO","2014-02-10"
"2014419153","ALPINE","CHAMOIS",1,"TR","TRO","2014-02-10"
"2014419153","WILD","BOAR",1,"TR","TRO","2014-02-10"
"2014419199","","GIRAFFE",1,"ZA","TRO","2014-02-06"
"2014419199","VAAL","RHEBOK",2,"ZA","TRO","2014-02-06"
"2014419199","","STEENBOK",1,"ZA","TRO","2014-02-06"
"2014419199","BUSH","DUIKER",1,"ZA","TRO","2014-02-06"
"2014419199","SOUTHERN","REEDBUCK",1,"ZA","TRO","2014-02-06"
"2014419199","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-02-06"
"2014419199","","BLESBOK",2,"ZA","TRO","2014-02-06"
"2014419199","COMMON","WARTHOG",1,"ZA","TRO","2014-02-06"
"2014419199","GREATER","KUDU",1,"ZA","TRO","2014-02-06"
"2014419199","","HARTEBEEST",1,"ZA","TRO","2014-02-06"
"2014419199","COMMON","ELAND",1,"ZA","TRO","2014-02-06"
"2014419199","CAPE","PORCUPINE",1,"ZA","TRO","2014-02-06"
"2014419199","","SPRINGBOK",1,"ZA","TRO","2014-02-06"
"2014419199","","GEMSBOK",1,"ZA","TRO","2014-02-06"
"2014419201","","GIRAFFE",1,"ZA","SKP","2014-02-06"
"2014419626","SOUTHERN AFRICAN","OSTRICH",13536,"ZA","FEA","2014-02-15"
"2014419626","COMMON","PHEASANT",5184,"CN","FEA","2014-02-15"
"2014419627","","OYSTER",250,"CN","SPR","2014-02-17"
"2014419628","PEARL","MUSSEL",408,"CN","SPR","2014-02-17"
"2014419629","","STARFISH",15018,"PH","BOD","2014-02-17"
"2014419629","LITTLE BEAR","CONCH",7002,"PH","SPR","2014-02-17"
"2014419634","","OYSTER",24,"IN","SPR","2014-02-17"
"2014419640","GREAT PEARL","OYSTER",500,"PH","JWL","2014-02-14"
"2014419640","ABALONE","SHELL",467,"NZ","JWL","2014-02-14"
"2014419640","","OYSTER",135,"PF","JWL","2014-02-14"
"2014419640","","SEA FAN",10,"CN","JWL","2014-02-14"
"2014419640","","OYSTER",44,"PH","JWL","2014-02-14"
"2014419644","OLIVE","FLOUNDER",74,"KR","LIV","2014-02-14"
"2014419644","RIDGED-EYE","FLOUNDER",20,"KR","LIV","2014-02-14"
"2014419644","WHIPARM","OCTOPUS",20,"KR","LIV","2014-02-14"
"2014419897","GREAT PEARL","OYSTER",4818,"JP","SPR","2014-01-24"
"2014419925","COMMON","ELAND",1,"ZA","TRO","2014-02-08"
"2014419925","BLUE","WILDEBEEST",1,"ZA","TRO","2014-02-08"
"2014419925","","GEMSBOK",2,"ZA","TRO","2014-02-08"
"2014419925","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-02-08"
"2014419925","","HARTEBEEST",1,"ZA","TRO","2014-02-08"
"2014419925","","BLESBOK",1,"ZA","TRO","2014-02-08"
"2014419925","","IMPALA",2,"ZA","TRO","2014-02-08"
"2014419925","","SPRINGBOK",1,"ZA","TRO","2014-02-08"
"2014419925","BLACK-BACKED","JACKAL",1,"ZA","TRO","2014-02-08"
"2014419925","GREATER","KUDU",1,"ZA","TRO","2014-02-08"
"2014419931","AFRICAN","LION",1,"ZA","TRO","2014-02-08"
"2014419931","GREATER","KUDU",1,"ZA","TRO","2014-02-08"
"2014420411","TROCHA","SHELL",16115,"ID","SPR","2014-01-25"
"2014420523","CAPIZ","SHELL",300,"PH","SPR","2014-02-18"
"2014420527","CAPIZ","SHELL",946,"PH","SPR","2014-02-18"
"2014420529","CAPIZ","SHELL",245,"PH","SPR","2014-02-18"
"2014420533","CAPIZ","SHELL",776,"VN","SPR","2014-02-18"
"2014420541","GREAT PEARL","OYSTER",2,"VN","SPR","2014-02-18"
"2014420541","PEARL","MUSSEL",6,"VN","SPR","2014-02-18"
"2014420545","GREAT PEARL","OYSTER",157,"VN","SPR","2014-02-18"
"2014420545","PEARL","MUSSEL",40,"VN","SPR","2014-02-18"
"2014420550","","OYSTER",240,"CN","SPR","2014-02-18"
"2014420552","RADIATED RAT","SNAKE",2400,"ID","SHO","2014-02-16"
"2014420555","CRABS,LOBSTERS,","CRUSTACEANS",140,"ID","LIV","2014-02-14"
"2014420555","SHELLS","MOLLUSCS",498,"ID","LIV","2014-02-14"
"2014420555","","CRUSTACEAN",126,"ID","LIV","2014-02-14"
"2014420555","","CORAL",4,"ID","LIV","2014-02-14"
"2014420555","","CORAL",3,"ID","LIV","2014-02-14"
"2014420555","FINGER LEATHER","CORAL",8,"ID","LIV","2014-02-14"
"2014420555","","SPONGE",3,"ID","LIV","2014-02-14"
"2014420555","SEA","ANEMONE",3,"ID","LIV","2014-02-14"
"2014420555","","CORAL",6,"ID","LIV","2014-02-14"
"2014420555","","OCTOPUS",1,"ID","LIV","2014-02-14"
"2014420803","CRAB-EATING","MACAQUE",800,"KH","LIV","2014-02-18"
"2014420804","CRAB-EATING","MACAQUE",280,"KH","LIV","2014-02-18"
"2014420856","","WATERBUCK",1,"CM","TRO","2014-02-08"
"2014420856","GIANT","ELAND",1,"CM","TRO","2014-02-08"
"2014421716","AFRICAN","BUFFALO",1,"ZA","TRO","2014-02-17"
"2014421716","","GIRAFFE",1,"ZA","TRO","2014-02-17"
"2014421716","","GEMSBOK",2,"ZA","TRO","2014-02-17"
"2014421716","","BLESBOK",1,"ZA","TRO","2014-02-17"
"2014421716","GREATER","KUDU",1,"ZA","TRO","2014-02-17"
"2014421716","COMMON","WARTHOG",1,"ZA","TRO","2014-02-17"
"2014421716","","IMPALA",1,"ZA","TRO","2014-02-17"
"2014421716","BUSH","DUIKER",1,"ZA","TRO","2014-02-17"
"2014421716","WILD","BOAR",1,"ZA","TRO","2014-02-17"
"2014421727","CHACMA","BABOON",2,"NA","TRO","2014-02-12"
"2014421727","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-02-12"
"2014421727","","IMPALA",2,"NA","TRO","2014-02-12"
"2014421727","GREATER","KUDU",1,"NA","TRO","2014-02-12"
"2014421727","","GEMSBOK",2,"NA","TRO","2014-02-12"
"2014421727","SOUTHERN AFRICAN","OSTRICH",1,"NA","TRO","2014-02-12"
"2014421727","","SPRINGBOK",3,"NA","TRO","2014-02-12"
"2014421727","","STEENBOK",1,"NA","TRO","2014-02-12"
"2014421727","DESERT","WARTHOG",1,"NA","TRO","2014-02-12"
"2014421727","BLACK","WILDEBEEST",2,"NA","TRO","2014-02-12"
"2014421727","KIRK'S","DIKDIK",1,"NA","TRO","2014-02-12"
"2014421733","HARTMANN'S MT.","ZEBRA",1,"ZA","TRO","2014-02-17"
"2014421733","COMMON","WARTHOG",1,"ZA","TRO","2014-02-17"
"2014421733","","GEMSBOK",1,"ZA","TRO","2014-02-17"
"2014421733","","SPRINGBOK",3,"ZA","TRO","2014-02-17"
"2014421733","","IMPALA",1,"ZA","TRO","2014-02-17"
"2014421733","","HARTEBEEST",1,"ZA","TRO","2014-02-17"
"2014421733","BLACK","WILDEBEEST",1,"ZA","TRO","2014-02-17"
"2014421733","GREATER","KUDU",2,"ZA","TRO","2014-02-17"
"2014421733","","BLESBOK",1,"ZA","TRO","2014-02-17"
"2014421733","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-02-17"
"2014421735","","GEMSBOK",1,"ZA","TAI","2014-02-17"
"2014421735","","HARTEBEEST",1,"ZA","TAI","2014-02-17"
"2014421735","BLACK","WILDEBEEST",1,"ZA","TAI","2014-02-17"
"2014421735","","HARTEBEEST",1,"ZA","SKI","2014-02-17"
"2014421735","","SPRINGBOK",5,"ZA","SKI","2014-02-17"
"2014421735","BLACK","WILDEBEEST",1,"ZA","SKI","2014-02-17"
"2014422126","GREAT PEARL","OYSTER",194,"PH","JWL","2014-02-19"
"2014422126","ABALONE","SHELL",205,"NZ","JWL","2014-02-19"
"2014422126","","OYSTER",70,"PF","JWL","2014-02-19"
"2014422126","","OYSTER",7,"PH","JWL","2014-02-19"
"2014422141","AMERICAN","MINK",12807,"DK","SKI","2014-02-18"
"2014422223","LITTLE BEAR","CONCH",720,"CN","SPR","2014-02-22"
"2014422223","VESTA'S BUTTON TOP","SHELL",720,"CN","SPR","2014-02-22"
"2014422223","","NASSA",720,"CN","SPR","2014-02-22"
"2014422223","","ARK",720,"CN","SPR","2014-02-22"
"2014422406","CAPIZ","SHELL",420,"PH","SPR","2014-02-21"
"2014422408","CAPIZ","SHELL",500,"PH","SPR","2014-02-21"
"2014422409","CAPIZ","SHELL",298,"PH","SPR","2014-02-21"
"2014423016","PEARL","MUSSEL",6990,"CN","SPR","2014-02-21"
"2014423016","","SEA FAN",1134,"CN","CPR","2014-02-21"
"2014423016","ABALONE","SHELL",540,"CN","SPR","2014-02-21"
"2014423018","MULE","DEER",2,"CA","SKI","2014-02-14"
"2014423018","","MOOSE",2,"CA","SKI","2014-02-14"
"2014423067","AFRICAN","LION",2,"ZA","TRO","2014-02-14"
"2014423067","","SPRINGBOK",1,"ZA","TRO","2014-02-14"
"2014423067","","GEMSBOK",1,"ZA","TRO","2014-02-14"
"2014423067","","BLESBOK",1,"ZA","TRO","2014-02-14"
"2014423067","GREATER","KUDU",1,"ZA","TRO","2014-02-14"
"2014423067","","IMPALA",2,"ZA","TRO","2014-02-14"
"2014423269","CHACMA","BABOON",2,"NA","TRO","2014-02-12"
"2014423269","COMMON","ELAND",1,"NA","TRO","2014-02-12"
"2014423269","GREATER","KUDU",2,"NA","TRO","2014-02-12"
"2014423269","SOUTHERN AFRICAN","OSTRICH",1,"NA","TRO","2014-02-12"
"2014423269","","HARTEBEEST",1,"NA","TRO","2014-02-12"
"2014423269","","SPRINGBOK",2,"NA","TRO","2014-02-12"
"2014423269","BLACK","WILDEBEEST",1,"NA","TRO","2014-02-12"
"2014423788","GREAT PEARL","OYSTER",191,"PH","JWL","2014-02-21"
"2014423788","ABALONE","SHELL",158,"NZ","JWL","2014-02-21"
"2014423788","","OYSTER",90,"PF","JWL","2014-02-21"
"2014423788","","SEA FAN",2,"CN","JWL","2014-02-21"
"2014423913","TROCA","SHELL",105,"ID","SPR","2014-02-23"
"2014423925","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-02-19"
"2014423925","GREATER","KUDU",1,"NA","TRO","2014-02-19"
"2014423925","","GEMSBOK",2,"NA","TRO","2014-02-19"
"2014423925","","SPRINGBOK",2,"NA","TRO","2014-02-19"
"2014423925","DESERT","WARTHOG",1,"NA","TRO","2014-02-19"
"2014423925","","KLIPSPRINGER",1,"NA","TRO","2014-02-19"
"2014423931","","GEMSBOK",1,"NA","HOR","2014-02-19"
"2014423950","DESERT","WARTHOG",16,"NA","TUS","2014-02-19"
"2014424537","SOUTHERN AFRICAN","OSTRICH",960,"CN","FEA","2014-02-21"
"2014424541","","VOLUTE",2400,"CN","SPR","2014-02-21"
"2014424696","CRABS,LOBSTERS,","CRUSTACEANS",100,"TH","LIV","2014-02-25"
"2014424775","DOMESTIC","YAK",1,"NP","TRO","2014-02-21"
"2014425300","GREAT PEARL","OYSTER",267,"PH","JWL","2014-02-26"
"2014425300","ABALONE","SHELL",154,"NZ","JWL","2014-02-26"
"2014425300","","OYSTER",83,"PF","JWL","2014-02-26"
"2014425300","","SEA FAN",3,"CN","JWL","2014-02-26"
"2014425300","","OYSTER",72,"PH","JWL","2014-02-26"
"2014425373","","MUREX",21600,"CN","SPR","2014-02-24"
"2014425377","","STARFISH",42240,"PH","BOD","2014-02-25"
"2014425377","","SAND DOLLAR",110400,"PH","BOD","2014-02-25"
"2014425377","SHELLS","MOLLUSCS",1840,"PH","SPR","2014-02-25"
"2014425548","AMERICAN BLACK","BEAR",1,"CA","RUG","2014-02-25"
"2014425548","AMERICAN BLACK","BEAR",1,"CA","SKU","2014-02-25"
"2014425588","HYBRID","LEOPARD CAT",1,"SE","LIV","2014-02-26"
"2014425588","HYBRID","LEOPARD CAT",1,"SE","LIV","2014-02-26"
"2014426204","CRABS,LOBSTERS,","CRUSTACEANS",42,"PH","LIV","2014-02-27"
"2014426204","SHELLS","MOLLUSCS",98,"PH","LIV","2014-02-27"
"2014426205","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-02-06"
"2014426205","","BLESBOK",1,"NA","TRO","2014-02-06"
"2014426205","","IMPALA",1,"NA","TRO","2014-02-06"
"2014426205","GREATER","KUDU",2,"NA","TRO","2014-02-06"
"2014426205","","GEMSBOK",2,"NA","TRO","2014-02-06"
"2014426205","","STEENBOK",1,"NA","TRO","2014-02-06"
"2014426205","DESERT","WARTHOG",2,"NA","TRO","2014-02-06"
"2014426235","","OYSTER",846,"AU","SPR","2014-02-23"
"2014426235","","OYSTER",50,"AU","SPR","2014-02-23"
"2014426566","SOUTHERN AFRICAN","OSTRICH",960,"ZA","FEA","2014-02-25"
"2014426724","","BLESBOK",1,"ZA","TRO","2014-02-23"
"2014426729","TURBO","SHELL",75,"CN","SPR","2014-02-23"
"2014426729","PEARL","MUSSEL",1239,"CN","SPR","2014-02-23"
"2014426729","GREAT PEARL","OYSTER",48,"CN","SPR","2014-02-23"
"2014426729","GREEN","TURBAN",15,"CN","SPR","2014-02-23"
"2014426729","","OYSTER",3712,"CN","SPR","2014-02-23"
"2014426729","ABALONE","SHELL",6593,"CN","SPR","2014-02-23"
"2014426793","","OYSTER",23,"ID","SPR","2014-02-22"
"2014427402","GREAT PEARL","OYSTER",81,"PH","JWL","2014-02-28"
"2014427402","ABALONE","SHELL",118,"NZ","JWL","2014-02-28"
"2014427402","","OYSTER",69,"PF","JWL","2014-02-28"
"2014427402","","SEA FAN",3,"CN","JWL","2014-02-28"
"2014427402","","OYSTER",8,"PH","JWL","2014-02-28"
"2014427477","CAPIZ","SHELL",961,"PH","SPR","2014-03-04"
"2014428058","SOUTHERN AFRICAN","OSTRICH",198000,"ZA","FEA","2014-02-27"
"2014428071","","COWRIE",1200,"CN","SPR","2014-03-01"
"2014428360","SHELLS","MOLLUSCS",1080,"ID","SPR","2014-03-03"
"2014428360","SHELLS","MOLLUSCS",2640,"ID","SPR","2014-03-03"
"2014429026","","GEMSBOK",1,"NA","TRO","2014-02-27"
"2014429026","","HARTEBEEST",1,"NA","TRO","2014-02-27"
"2014429031","OLIVE","FLOUNDER",131,"KR","LIV","2014-03-05"
"2014429031","RIDGED-EYE","FLOUNDER",26,"KR","LIV","2014-03-05"
"2014429031","CHINESE WEATHER","LOACH",1050,"CN","LIV","2014-03-05"
"2014429031","","SEA PINEAPPLE",360,"KR","LIV","2014-03-05"
"2014429031","","SEA CUCUMBER",154,"KR","LIV","2014-03-05"
"2014429061","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-02-28"
"2014429083","COMMON","WARTHOG",2,"ZA","TRO","2014-02-24"
"2014429083","","IMPALA",2,"ZA","TRO","2014-02-24"
"2014429083","","HARTEBEEST",2,"ZA","TRO","2014-02-24"
"2014429083","BLUE","WILDEBEEST",1,"ZA","TRO","2014-02-24"
"2014429083","","SPRINGBOK",1,"ZA","TRO","2014-02-24"
"2014429083","","GEMSBOK",2,"ZA","TRO","2014-02-24"
"2014429083","GREATER","KUDU",1,"ZA","TRO","2014-02-24"
"2014429083","BLACK","WILDEBEEST",1,"ZA","TRO","2014-02-24"
"2014429083","HARTMANN'S MT.","ZEBRA",1,"ZA","TRO","2014-02-24"
"2014429083","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-02-24"
"2014429088","","LEOPARD",1,"ZW","TRO","2014-03-02"
"2014429088","HONEY","BADGER",1,"ZW","TRO","2014-03-02"
"2014429090","BURCHELL'S","ZEBRA",2,"ZW","SKI","2014-03-02"
"2014429455","GREAT PEARL","OYSTER",267,"PH","JWL","2014-03-05"
"2014429455","ABALONE","SHELL",197,"NZ","JWL","2014-03-05"
"2014429455","","OYSTER",53,"PF","JWL","2014-03-05"
"2014429455","","SEA FAN",9,"CN","JWL","2014-03-05"
"2014429455","","OYSTER",19,"PH","JWL","2014-03-05"
"2014429726","","CARP",30,"JP","LIV","2014-03-06"
"2014429803","EURASIAN RED","SQUIRREL",1500,"CN","HAI","2014-03-04"
"2014429803","","AUROCHS",948,"CN","HAI","2014-03-04"
"2014430363","","AMPHIBIANS",125,"PH","SPE","2014-03-05"
"2014430363","","REPTILES",102,"PH","SPE","2014-03-05"
"2014430392","TIGER","COWRIE",1920,"CN","SPR","2014-03-09"
"2014430688","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-02-12"
"2014430688","","IMPALA",1,"NA","TRO","2014-02-12"
"2014430688","GREATER","KUDU",1,"NA","TRO","2014-02-12"
"2014430688","","GEMSBOK",2,"NA","TRO","2014-02-12"
"2014430688","SOUTHERN AFRICAN","OSTRICH",1,"NA","TRO","2014-02-12"
"2014430688","","HARTEBEEST",1,"NA","TRO","2014-02-12"
"2014430688","DESERT","WARTHOG",2,"NA","TRO","2014-02-12"
"2014430688","BLACK","WILDEBEEST",1,"NA","TRO","2014-02-12"
"2014430688","BLUE","WILDEBEEST",1,"NA","TRO","2014-02-12"
"2014430688","","WATERBUCK",1,"NA","TRO","2014-02-12"
"2014430689","CAPE","PORCUPINE",1,"NA","HAI","2014-02-12"
"2014430689","","GEMSBOK",6,"NA","HOR","2014-02-12"
"2014430690","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-02-05"
"2014430690","COMMON","ELAND",1,"NA","TRO","2014-02-05"
"2014430690","","IMPALA",1,"NA","TRO","2014-02-05"
"2014430690","","SPRINGBOK",2,"NA","TRO","2014-02-05"
"2014430690","DESERT","WARTHOG",1,"NA","TRO","2014-02-05"
"2014430690","BLUE","WILDEBEEST",1,"NA","TRO","2014-02-05"
"2014430690","","WATERBUCK",1,"NA","TRO","2014-02-05"
"2014430691","CHINESE SEA","SNAKE",1436,"PH","JWL","2014-02-26"
"2014430691","GREAT PEARL","OYSTER",4524,"PH","JWL","2014-02-26"
"2014430691","ABALONE","SHELL",110,"PH","JWL","2014-02-26"
"2014430691","GOLDMOUTH","TURBAN",416,"PH","JWL","2014-02-26"
"2014430691","","OYSTER",2586,"PH","JWL","2014-02-26"
"2014430691","","PENSHELL",180,"PH","JWL","2014-02-26"
"2014430691","LETTERED CONE","SHELL",200,"PH","JWL","2014-02-26"
"2014430691","DOMESTIC WATER","BUFFALO",1968,"PH","JWL","2014-02-26"
"2014431490","JAVAN","RUSA",2,"AU","TRO","2014-03-06"
"2014431490","DOMESTIC WATER","BUFFALO",1,"AU","TRO","2014-03-06"
"2014431490","","ELK",2,"AU","TRO","2014-03-06"
"2014431521","AMERICAN BLACK","BEAR",1,"CA","SKI","2014-03-04"
"2014431521","AMERICAN BLACK","BEAR",1,"CA","SKU","2014-03-04"
"2014432102","GREAT PEARL","OYSTER",330,"PH","JWL","2014-03-09"
"2014432102","ABALONE","SHELL",246,"NZ","JWL","2014-03-09"
"2014432102","","OYSTER",80,"PF","JWL","2014-03-09"
"2014432102","","SEA FAN",8,"CN","JWL","2014-03-09"
"2014432102","","OYSTER",28,"PH","JWL","2014-03-09"
"2014432105","","ARK",3020,"PH","SPR","2014-03-11"
"2014432105","","PRICKLYCOCKLE",3020,"PH","SPR","2014-03-11"
"2014432105","LITTLE BEAR","CONCH",3020,"PH","SPR","2014-03-11"
"2014432105","","CLAM",3020,"PH","SPR","2014-03-11"
"2014432105","CAPIZ","SHELL",3020,"PH","SPR","2014-03-11"
"2014432105","VIRGATE TELLIN","SHELL",3442,"PH","SPR","2014-03-11"
"2014432110","","ORIBI",1,"TZ","TRO","2014-03-07"
"2014432110","BURCHELL'S","ZEBRA",1,"TZ","TRO","2014-03-07"
"2014432110","AFRICAN","BUFFALO",1,"TZ","TRO","2014-03-07"
"2014432110","","HARTEBEEST",1,"TZ","TRO","2014-03-07"
"2014432110","SABLE","ANTELOPE",1,"TZ","TRO","2014-03-07"
"2014432303","EUROPEAN","RABBIT",424,"AU","GAR","2014-03-11"
"2014432817","AMERICAN BLACK","BEAR",1,"CA","SKI","2014-03-04"
"2014432817","AMERICAN BLACK","BEAR",1,"CA","SKU","2014-03-04"
"2014432823","AMERICAN BLACK","BEAR",1,"CA","SKI","2014-03-04"
"2014432823","AMERICAN BLACK","BEAR",1,"CA","SKU","2014-03-04"
"2014433635","VERTAGUS","SHELL",3274,"ID","SPR","2014-03-14"
"2014433635","PINK","COCKLE",3274,"ID","SPR","2014-03-14"
"2014433641","ATLANTIC","SALMON",990000,"IS","EGL","2014-03-12"
"2014433646","CHACMA","BABOON",1,"ZA","TRO","2014-03-08"
"2014433646","BLACK-BACKED","JACKAL",1,"ZA","TRO","2014-03-08"
"2014433646","","BLESBOK",1,"ZA","TRO","2014-03-08"
"2014433646","BLUE","WILDEBEEST",2,"ZA","TRO","2014-03-08"
"2014433646","","GEMSBOK",1,"ZA","TRO","2014-03-08"
"2014433646","","IMPALA",2,"ZA","TRO","2014-03-08"
"2014433646","COMMON","WARTHOG",2,"ZA","TRO","2014-03-08"
"2014433646","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-03-08"
"2014433651","","BLESBOK",1,"ZA","TRO","2014-03-08"
"2014433651","COMMON","ELAND",1,"ZA","TRO","2014-03-08"
"2014433651","","GEMSBOK",1,"ZA","TRO","2014-03-08"
"2014433651","","IMPALA",2,"ZA","TRO","2014-03-08"
"2014433651","GREATER","KUDU",1,"ZA","TRO","2014-03-08"
"2014433651","COMMON","WARTHOG",2,"ZA","TRO","2014-03-08"
"2014433651","BURCHELL'S","ZEBRA",2,"ZA","TRO","2014-03-08"
"2014433668","","GEMSBOK",1,"ZA","TRO","2014-03-02"
"2014433668","COMMON","TSESSEBE",1,"ZA","TRO","2014-03-02"
"2014433668","","BLESBOK",1,"ZA","TRO","2014-03-02"
"2014433668","","HARTEBEEST",1,"ZA","TRO","2014-03-02"
"2014433668","","NYALA",1,"ZA","TRO","2014-03-02"
"2014433668","BLACK","WILDEBEEST",1,"ZA","TRO","2014-03-02"
"2014433668","COMMON","ELAND",1,"ZA","TRO","2014-03-02"
"2014433668","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-03-02"
"2014433668","","BLESBOK",1,"ZA","TRO","2014-03-02"
"2014433668","SOUTHERN","REEDBUCK",1,"ZA","TRO","2014-03-02"
"2014433668","COMMON","ELAND",1,"ZA","TRO","2014-03-02"
"2014433668","","IMPALA",1,"ZA","TRO","2014-03-02"
"2014433668","","WATERBUCK",1,"ZA","TRO","2014-03-02"
"2014433668","COMMON","WARTHOG",1,"ZA","TRO","2014-03-02"
"2014433668","BLUE","WILDEBEEST",1,"ZA","TRO","2014-03-02"
"2014433668","GREATER","KUDU",1,"ZA","SKU","2014-03-02"
"2014433668","GREATER","KUDU",1,"ZA","SKI","2014-03-02"
"2014433668","NILE","CROCODILE",1,"ZA","TRO","2014-03-02"
"2014433668","GREATER","KUDU",1,"ZA","TRO","2014-03-02"
"2014433668","AFRICAN","BUFFALO",1,"ZA","TRO","2014-03-02"
"2014433668","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-03-02"
"2014433787","CRABS,LOBSTERS,","CRUSTACEANS",132,"ID","LIV","2014-03-13"
"2014433787","SHELLS","MOLLUSCS",443,"ID","LIV","2014-03-13"
"2014433787","","CRUSTACEAN",82,"ID","LIV","2014-03-13"
"2014433787","","SPONGE",3,"ID","LIV","2014-03-13"
"2014433787","","CORAL",4,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",4,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",3,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",4,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",4,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",4,"ID","LIV","2014-03-13"
"2014433787","BLUETIP","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","BRUSH","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",3,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",3,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",6,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",3,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","STAGHORN","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","LEAF","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","","CORAL",1,"ID","LIV","2014-03-13"
"2014433787","ANCHOR","CORAL",19,"ID","LIV","2014-03-13"
"2014433787","TRUMPET","CORAL",30,"ID","LIV","2014-03-13"
"2014433787","BIRDS NEST","CORAL",4,"ID","LIV","2014-03-13"
"2014433787","","CORAL",2,"ID","LIV","2014-03-13"
"2014433787","TORCH","CORAL",3,"ID","LIV","2014-03-13"
"2014433787","TORCH","CORAL",3,"ID","LIV","2014-03-13"
"2014433787","YELLOW SCROLL","CORAL",6,"ID","LIV","2014-03-13"
"2014433814","","BLESBOK",1,"ZA","TRO","2014-03-02"
"2014433814","","GEMSBOK",1,"ZA","TRO","2014-03-02"
"2014433814","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-03-02"
"2014433814","AFRICAN","LION",1,"ZA","TRO","2014-03-02"
"2014433814","","NYALA",1,"ZA","TRO","2014-03-02"
"2014433814","BLUE","WILDEBEEST",1,"ZA","TRO","2014-03-02"
"2014433814","COMMON","ELAND",1,"ZA","TRO","2014-03-02"
"2014433814","COMMON","WARTHOG",3,"BW","TUS","2014-03-02"
"2014433814","BURCHELL'S","ZEBRA",1,"BW","TRO","2014-03-02"
"2014433814","","IMPALA",3,"BW","TRO","2014-03-02"
"2014433814","","IMPALA",1,"BW","SKI","2014-03-02"
"2014433814","","WATERBUCK",1,"BW","TRO","2014-03-02"
"2014433814","GREATER","KUDU",1,"BW","TRO","2014-03-02"
"2014433814","GREATER","KUDU",1,"BW","TRO","2014-03-02"
"2014433814","BLACK-BACKED","JACKAL",1,"BW","TRO","2014-03-02"
"2014433814","VERVET","MONKEY",2,"BW","TRO","2014-03-02"
"2014433814","","GIRAFFE",1,"ZA","SKI","2014-03-02"
