"rate_spread","population","minority_population","loan_amount","median_family_income","applicant_income","state","year","applicant_race","applicant_ethnicity","company_name"
1.88,5814,12.64000034,167,54800,36,"AZ",2014,"White","Hispanic or Latino","WALLICK AND VOLK"
2.25,6674,33.95000076,128,57900,51,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
1.99,3918,21.23999977,163,54800,53,"AZ",2014,"White","Hispanic or Latino","WALLICK AND VOLK"
2.1,4396,50.5,128,57900,38,"AZ",2014,"White","Hispanic or Latino","WALLICK AND VOLK"
1.97,4396,50.5,187,57900,45,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
2.17,2755,4.28000021,125,61900,46,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
2.19,6550,11.31000042,101,54800,25,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
2.03,14010,15.77000046,136,54800,33,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
2.09,8054,19.02000046,106,54800,42,"AZ",2014,"White","Hispanic or Latino","WALLICK AND VOLK"
1.67,8054,19.02000046,122,54800,27,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
1.8,14010,15.77000046,131,54800,41,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
1.84,5814,12.64000034,145,54800,56,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
2.1,5928,30.96999931,115,54800,42,"AZ",2014,"White","Not Hispanic or Latino","WALLICK AND VOLK"
1.99,3595,10.96000004,117,61900,59,"AZ",2014,"White","Not Hispanic or Latino","WASHINGTON FEDERAL (WA)"
1.69,4452,24.81999969,108,53100,47,"OR",2014,"White","Not Hispanic or Latino","WASHINGTON FEDERAL (WA)"
1.5,4275,12.51000023,156,88200,72,"WA",2014,"White","Not Hispanic or Latino","WASHINGTON FEDERAL (WA)"
1.93,3674,13.09000015,196,67200,114,"WA",2014,"White","Not Hispanic or Latino","WASHINGTON FEDERAL (WA)"
1.59,5338,11.60000038,113,60700,41,"IA",2014,"White","Not Hispanic or Latino","WASHINGTON STATE BANK (IA)"
1.88,3353,6.590000153,109,52800,46,"ID",2014,"White","Not Hispanic or Latino","WASHINGTON TRUST BANK (WA)"
1.53,2963,42.83000183,166,58300,59,"WA",2014,"White","Hispanic or Latino","WASHINGTON TRUST BANK (WA)"
1.56,2099,6.860000134,154,63100,65,"WA",2014,"White","Not Hispanic or Latino","WASHINGTON TRUST BANK (WA)"
3.09,6154,8.430000305,209,69400,59,"OR",2014,"White","Not Hispanic or Latino","WAUNA CREDIT UNION (OR)"
1.63,3489,6.760000229,103,48800,72,"MO",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.54,7012,22.35000038,103,44400,41,"AZ",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,4394,32.54000092,191,60700,51,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.32,5506,52.56000137,152,60700,39,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.73,5590,54.88000107,211,60700,59,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.24,3726,60.22999954,112,60700,42,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.52,2980,11.51000023,128,55900,87,"KS",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.57,4216,2.890000105,114,58200,65,"NY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.57,5246,5.360000134,134,57200,41,"KY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.52,6505,4.869999886,172,70700,76,"WY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.64,5998,40.47999954,147,51700,35,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.75,6461,41.61999893,131,63000,63,"NV",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.57,4234,46.81000137,260,60700,64,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.57,5804,71.86000061,196,48700,64,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.59,6360,73.20999908,178,60700,56,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.55,3087,3.210000038,108,61700,38,"MN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.59,3546,24.07999992,228,57900,87,"NV",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,6753,31.80999947,191,57900,67,"NV",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.03,1987,16.36000061,151,57900,110,"NV",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.64,7009,4.150000095,108,53700,50,"MO",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.06,2582,3.869999886,108,65500,30,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,5093,31.82999992,176,60700,52,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,2439,4.429999828,174,67800,63,"KY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,2893,3.589999914,141,65400,92,"KS",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,5357,53.27999878,132,60700,38,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.76,4396,50.5,109,57900,36,"AZ",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.02,8224,38,147,60700,32,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.74,5729,38.70000076,126,60700,78,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.54,4242,1.299999952,103,45900,49,"KY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.81,6360,73.20999908,116,60700,68,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.54,2266,51.54000092,142,60700,35,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.6,4825,3.230000019,104,64200,32,"KY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,3353,2.890000105,104,67700,48,"NY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.77,2181,4.130000114,107,71100,36,"KY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,3975,16.87999916,141,65500,92,"SC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,4178,15.43999958,148,64500,56,"MT",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,4103,3.900000095,157,58600,74,"NE",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.81,2839,28.25,116,69100,105,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.59,6569,17.56999969,108,68700,62,"TX",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.64,3931,15.72000027,137,64200,41,"DE",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.62,3971,2.720000029,103,81200,71,"WI",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.75,5178,28.05999947,128,67400,66,"NV",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
2,4402,39.31999969,172,60700,39,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.64,2585,39.45999908,117,60700,51,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.87,2585,39.45999908,132,60700,36,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.38,6360,73.20999908,125,60700,114,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.51,4464,15.07999992,137,54700,106,"SC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.68,2585,39.45999908,113,60700,30,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
2,7589,45.45999908,134,72700,125,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.51,11091,36.72999954,113,61900,35,"SC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.72,4285,26.42000008,137,55900,117,"KS",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,3527,20.21999931,137,47400,56,"GA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,6749,5.619999886,117,46300,63,"AL",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.04,8210,14.36999989,111,65500,61,"SC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.76,1951,2.25999999,116,45900,41,"KY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.8,5108,27.05999947,105,74500,40,"WY",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.53,5411,30.77000046,184,57900,57,"NV",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.61,10653,20.11000061,113,57900,56,"NV",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.55,10354,27.07999992,103,69100,98,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.55,6541,11.80000019,124,66400,38,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.95,5044,10.96000004,264,68000,91,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.82,6443,14.68000031,106,59500,70,"AR",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.63,5777,36.22999954,113,63000,64,"NV",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.55,4204,50.5,116,75800,,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.1,4240,3.75,110,60600,51,"WI",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.6,4794,20.54999924,112,62400,59,"DE",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,5497,44.36999893,123,64200,67,"DE",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.36,4882,23.48999977,123,64200,37,"DE",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.28,5153,23.57999992,103,51900,78,"AZ",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.84,7142,58.88999939,142,66400,51,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.72,5123,36.06999969,104,66400,34,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.02,5823,34.54999924,116,66400,44,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.62,6207,56.40000153,110,48400,48,"LA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.5,14010,15.77000046,123,54800,44,"AZ",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.59,3972,14.06999969,137,54800,28,"AZ",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.51,9083,8.920000076,107,61900,59,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.57,6225,19.95000076,113,68700,39,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.06,8760,25.45999908,104,65700,49,"NC",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.78,7873,23.37999916,133,58300,73,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,5794,12.13000011,189,54800,95,"AZ",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.72,6913,26.11000061,103,76400,48,"VA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.54,6679,33.34000015,120,49500,54,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,10653,20.11000061,166,57900,66,"NV",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,6022,44.66999817,220,72700,77,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.54,7142,58.88999939,142,66400,55,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.64,8745,29.26000023,107,55900,62,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.77,5893,3.730000019,110,55100,51,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.32,3758,24.79999924,121,47100,46,"LA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.72,5675,15.67000008,103,59600,81,"AL",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.66,6727,8.31000042,116,57200,96,"AL",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.63,3651,48.09999847,142,52000,,"VA",2014,"Black or African American","Not Hispanic or Latino","WELLS FARGO BANK"
1.74,4959,11.76000023,144,69400,52,"OR",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,6022,44.66999817,275,72700,73,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.81,3192,35.65000153,107,72700,61,"CA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","WELLS FARGO BANK"
1.98,3278,48.16999817,142,76400,46,"VA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.55,5430,61.09999847,113,47200,56,"NM",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.84,6777,51.36000061,113,47200,55,"NM",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.62,2515,25.53000069,118,47200,67,"NM",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.53,8863,33.31999969,147,72200,49,"VA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","WELLS FARGO BANK"
2.11,7037,36.45000076,147,68400,72,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.61,1601,22.86000061,147,51700,39,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.68,6111,35.59000015,182,69400,48,"OR",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.57,7215,48.61999893,108,69400,31,"OR",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,5180,10.97999954,126,56100,113,"IN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.71,7589,45.45999908,135,72700,55,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.79,7605,10.97000027,162,75800,50,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.73,5043,24.88999939,162,107100,79,"VA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,4643,9.239999771,106,70000,39,"CO",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.42,9070,22.37000084,124,68400,45,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.65,7489,25.01000023,141,65400,142,"FL",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.06,5380,21.63999939,105,49500,43,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.62,5710,4.639999866,128,49500,62,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.76,5397,14.03999996,133,51700,82,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,6038,71.75,101,49500,73,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,3929,18.68000031,106,54700,24,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.59,5765,17.68000031,221,54700,101,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.84,5508,14.81000042,130,54700,36,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.77,7962,11.59000015,119,68700,64,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,2500,5.800000191,147,45300,92,"AR",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.7,4554,63.45999908,162,58800,77,"TX",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.52,5797,18.07999992,280,54000,53,"CA",2014,"Asian","Not Hispanic or Latino","WELLS FARGO BANK"
1.92,5678,9.56000042,119,65200,50,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.57,6265,4.880000114,108,49500,34,"NC",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,5408,7.190000057,121,64200,96,"MI",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.53,6535,9.180000305,167,70000,62,"CO",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.97,6222,7.139999866,104,58000,44,"MI",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.58,2400,20.62999916,270,76900,79,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,3198,18.47999954,123,54700,76,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.91,6888,2.819999933,119,71000,30,"IL",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.71,5077,67.12999725,192,52700,53,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,4432,4.960000038,137,63700,59,"IN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.51,6581,9.56000042,128,63700,39,"IN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.93,5516,5.78000021,110,63700,87,"IN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.66,6153,18.04000092,113,54800,39,"FL",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.86,6688,14.55000019,136,70100,54,"GA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.52,7342,2.319999933,112,67900,50,"IN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.62,5518,7.699999809,112,78800,37,"NY",2014,"Black or African American","Not Hispanic or Latino","WELLS FARGO BANK"
1.56,6535,9.180000305,130,70000,36,"CO",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.75,7790,4.199999809,104,47100,72,"TN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.73,7167,26.81999969,482,77900,242,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.73,4224,13.39999962,133,74200,54,"WA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.74,3352,14.94999981,152,54700,45,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.71,5313,21.61000061,109,51200,82,"OK",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.76,6480,18.97999954,208,66700,67,"WA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.88,5645,13.52000046,151,74000,43,"WA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.56,6740,23.65999985,116,66900,35,"WA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.5,6831,28.13999939,144,57800,39,"WA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.62,9514,32.13000107,191,69900,118,"TX",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.69,2226,3.859999895,145,53700,60,"TN",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","WELLS FARGO BANK"
1.56,4562,63.04000092,122,67200,34,"WA",2014,"Native Hawaiian or Other Pacific Islander","Hispanic or Latino","WELLS FARGO BANK"
1.77,3352,14.94999981,123,54700,74,"CA",2014,"American Indian or Alaska Native","Not Hispanic or Latino","WELLS FARGO BANK"
1.69,8355,16.27000046,236,54700,137,"CA",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.6,6668,3.670000076,146,59400,133,"TN",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","WELLS FARGO BANK"
1.62,4111,53.93000031,128,51500,43,"CA",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.57,3790,14.27000046,149,58800,45,"TX",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
2.22,4788,26.20999908,117,57400,55,"FL",2014,"White","Hispanic or Latino","WELLS FARGO BANK"
1.51,4432,4.960000038,125,63700,66,"IN",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
1.74,3067,12.39000034,135,57400,62,"FL",2014,"White","Not Hispanic or Latino","WELLS FARGO BANK"
